alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,Airfoil,CL/CD
-2.0,0.5342,0.00856,0.00282,-0.1677,0.6687,0.2597,airfoil_0017,62.40654205607477
-1.0,0.6278,0.00863,0.00289,-0.1633,0.6412,0.2926,airfoil_0017,72.74623406720741
0.0,0.7246,0.00884,0.00314,-0.1597,0.6171,0.3301,airfoil_0017,81.96832579185521
1.0,0.8237,0.00925,0.00357,-0.1569,0.5916,0.3681,airfoil_0017,89.04864864864865
2.0,0.9225,0.00972,0.00412,-0.1542,0.5651,0.4153,airfoil_0017,94.9074074074074
3.0,1.0149,0.01045,0.00488,-0.1504,0.5356,0.465,airfoil_0017,97.11961722488039
4.0,1.1061,0.01129,0.0058,-0.1467,0.5036,0.5262,airfoil_0017,97.9716563330381
5.0,1.1916,0.0124,0.00709,-0.1424,0.4728,0.6284,airfoil_0017,96.09677419354838
6.0,1.2646,0.01327,0.00868,-0.1357,0.4392,0.9995,airfoil_0017,95.29766390354182
7.0,1.3418,0.01519,0.01047,-0.1307,0.4059,0.9995,airfoil_0017,88.33443054641212
8.0,1.4127,0.01755,0.01271,-0.1252,0.372,0.9995,airfoil_0017,80.4957264957265
9.0,1.4775,0.02043,0.01548,-0.1194,0.3396,0.9995,airfoil_0017,72.32011747430249
10.0,1.5328,0.0241,0.01905,-0.1131,0.3072,0.9995,airfoil_0017,63.60165975103734
12.0,1.6213,0.03376,0.02854,-0.1003,0.2375,0.9995,airfoil_0017,48.024289099526065
13.0,1.6504,0.04023,0.03495,-0.0939,0.2056,0.9995,airfoil_0017,41.02411135968183
14.0,1.6721,0.04775,0.04245,-0.0881,0.178,0.9995,airfoil_0017,35.017801047120415
15.0,1.685,0.05647,0.05117,-0.0828,0.1532,0.9995,airfoil_0017,29.83885248804675
-5.0,-0.1045,0.01027,0.00368,-0.0645,0.6468,0.1092,airfoil_0020,-10.17526777020448
-4.0,0.0024,0.01,0.00332,-0.0623,0.6007,0.1271,airfoil_0020,0.23999999999999996
-3.0,0.1086,0.00975,0.00302,-0.06,0.554,0.1592,airfoil_0020,11.138461538461538
-2.0,0.2019,0.00861,0.00264,-0.0561,0.5102,0.4009,airfoil_0020,23.44947735191638
-1.0,0.3063,0.0086,0.0027,-0.0537,0.4603,0.494,airfoil_0020,35.616279069767444
0.0,0.4103,0.00881,0.0029,-0.0513,0.4083,0.5662,airfoil_0020,46.57207718501702
1.0,0.5111,0.00917,0.00325,-0.0485,0.3577,0.6419,airfoil_0020,55.7360959651036
2.0,0.6085,0.00964,0.00374,-0.0451,0.3101,0.7253,airfoil_0020,63.12240663900416
3.0,0.7,0.01013,0.00435,-0.0405,0.2794,0.8147,airfoil_0020,69.10167818361303
5.0,0.8792,0.01172,0.00617,-0.0309,0.2503,0.9709,airfoil_0020,75.01706484641639
6.0,1.0129,0.01287,0.00727,-0.0362,0.2417,0.9952,airfoil_0020,78.7024087024087
7.0,1.0916,0.01405,0.00843,-0.0313,0.2342,0.9998,airfoil_0020,77.69395017793593
8.0,1.1709,0.01524,0.00966,-0.0266,0.2289,0.9998,airfoil_0020,76.83070866141733
9.0,1.245,0.01718,0.0116,-0.0221,0.2213,0.9998,airfoil_0020,72.46798603026775
10.0,1.3262,0.01903,0.01355,-0.0192,0.2162,0.9998,airfoil_0020,69.68996321597479
11.0,1.4022,0.02135,0.01594,-0.0165,0.2093,0.9998,airfoil_0020,65.67681498829039
12.0,1.4697,0.02435,0.01904,-0.0135,0.2026,0.9998,airfoil_0020,60.35728952772074
13.0,1.5384,0.02756,0.02236,-0.0114,0.1955,0.9998,airfoil_0020,55.8200290275762
14.0,1.5958,0.03181,0.02675,-0.0092,0.188,0.9998,airfoil_0020,50.16661427224144
15.0,1.6417,0.03728,0.03231,-0.0074,0.1778,0.9998,airfoil_0020,44.03701716738197
-5.0,-0.4348,0.00888,0.00333,-0.0209,0.7445,0.2936,airfoil_0019,-48.96396396396396
-3.0,-0.2219,0.00827,0.00265,-0.0172,0.6323,0.3885,airfoil_0019,-26.83192261185006
-2.0,-0.1136,0.00815,0.00248,-0.0157,0.5817,0.4307,airfoil_0019,-13.938650306748468
0.0,0.104,0.00807,0.00242,-0.0129,0.4874,0.5314,airfoil_0019,12.887236679058239
1.0,0.2129,0.00816,0.00251,-0.0116,0.4424,0.5819,airfoil_0019,26.090686274509803
2.0,0.3207,0.00836,0.00271,-0.0101,0.398,0.6369,airfoil_0019,38.36124401913876
3.0,0.4264,0.00863,0.00302,-0.0082,0.3561,0.6996,airfoil_0019,49.4090382387022
4.0,0.5312,0.00899,0.00343,-0.0063,0.318,0.7547,airfoil_0019,59.08787541713015
5.0,0.6337,0.00949,0.00397,-0.0039,0.2837,0.8114,airfoil_0019,66.77555321390938
6.0,0.7319,0.01012,0.00466,-0.0007,0.2553,0.8702,airfoil_0019,72.32213438735178
7.0,0.8225,0.01082,0.00544,0.004,0.2352,0.9193,airfoil_0019,76.01663585951941
8.0,0.908,0.01176,0.00644,0.0096,0.2185,0.9655,airfoil_0019,77.2108843537415
9.0,1.0262,0.01301,0.00765,0.0076,0.1982,0.9865,airfoil_0019,78.87778631821675
10.0,1.1558,0.01463,0.00919,0.0024,0.1748,0.9962,airfoil_0019,79.00205058099795
11.0,1.217,0.01622,0.01073,0.0097,0.1556,0.9999,airfoil_0019,75.03082614056721
12.0,1.2631,0.01848,0.01297,0.0186,0.1382,0.9999,airfoil_0019,68.3495670995671
13.0,1.316,0.02183,0.01631,0.0241,0.1215,0.9999,airfoil_0019,60.28401282638571
14.0,1.3639,0.02619,0.02074,0.0282,0.1074,0.9999,airfoil_0019,52.07712867506681
15.0,1.3989,0.03218,0.02682,0.0312,0.0957,0.9999,airfoil_0019,43.471100062150406
-5.0,-0.4259,0.00926,0.0035,-0.0263,0.7393,0.2549,airfoil_0023,-45.99352051835854
-4.0,-0.3215,0.00881,0.00303,-0.0242,0.688,0.2993,airfoil_0023,-36.49262202043133
-3.0,-0.2161,0.00841,0.0027,-0.0222,0.638,0.3575,airfoil_0023,-25.695600475624254
-1.0,-0.0001,0.00803,0.0024,-0.0192,0.5423,0.4729,airfoil_0023,-0.012453300124533
0.0,0.1085,0.00806,0.00241,-0.0178,0.4937,0.5271,airfoil_0023,13.461538461538462
1.0,0.2163,0.00816,0.00252,-0.0163,0.4483,0.5802,airfoil_0023,26.507352941176467
2.0,0.3252,0.00831,0.00271,-0.015,0.4119,0.6327,airfoil_0023,39.13357400722022
3.0,0.4321,0.00854,0.00299,-0.0134,0.3782,0.6918,airfoil_0023,50.59718969555035
4.0,0.5385,0.0088,0.00336,-0.0116,0.3482,0.7552,airfoil_0023,61.19318181818181
5.0,0.6418,0.0092,0.00386,-0.0093,0.3204,0.8176,airfoil_0023,69.76086956521739
6.0,0.7442,0.00966,0.00444,-0.0067,0.2937,0.8712,airfoil_0023,77.03933747412007
7.0,0.8353,0.01038,0.00518,-0.002,0.2624,0.9216,airfoil_0023,80.47206165703275
8.0,0.92,0.01145,0.00621,0.0037,0.2328,0.9663,airfoil_0023,80.34934497816595
9.0,1.0384,0.01293,0.00756,0.0014,0.1993,0.9884,airfoil_0023,80.3093580819799
10.0,1.1632,0.01476,0.00927,-0.0031,0.1711,0.9978,airfoil_0023,78.80758807588076
11.0,1.2045,0.01642,0.01088,0.0079,0.1515,0.9999,airfoil_0023,73.35566382460414
12.0,1.255,0.01894,0.01335,0.0157,0.1302,0.9999,airfoil_0023,66.26187961985217
13.0,1.3068,0.02249,0.01692,0.0211,0.114,0.9999,airfoil_0023,58.10582481102712
14.0,1.3501,0.0273,0.02177,0.0253,0.1001,0.9999,airfoil_0023,49.45421245421245
15.0,1.3834,0.03364,0.02821,0.0281,0.0891,0.9999,airfoil_0023,41.12366230677764
-5.0,0.294,0.00821,0.00315,-0.2174,0.8971,0.0346,airfoil_0025,35.80998781973203
-4.0,0.4124,0.00747,0.00238,-0.219,0.8889,0.0587,airfoil_0025,55.20749665327978
-3.0,0.5321,0.00694,0.00197,-0.2209,0.8809,0.122,airfoil_0025,76.67146974063401
-2.0,0.6483,0.00652,0.00178,-0.2219,0.8706,0.2133,airfoil_0025,99.43251533742331
-1.0,0.7646,0.00623,0.00175,-0.2228,0.8591,0.3264,airfoil_0025,122.72873194221508
0.0,0.88,0.00605,0.00181,-0.2235,0.8464,0.4392,airfoil_0025,145.45454545454547
1.0,0.9933,0.00593,0.00197,-0.2235,0.8293,0.5541,airfoil_0025,167.504215851602
2.0,1.1038,0.00596,0.00217,-0.2228,0.8053,0.6344,airfoil_0025,185.20134228187916
3.0,1.1989,0.0063,0.00245,-0.2183,0.7186,0.709,airfoil_0025,190.30158730158732
4.0,1.2386,0.00869,0.00408,-0.2028,0.4625,0.9997,airfoil_0025,142.53164556962025
5.0,1.277,0.01217,0.00626,-0.1883,0.2092,0.9997,airfoil_0025,104.93015612161051
6.0,1.3294,0.01553,0.00874,-0.1773,0.0465,0.9997,airfoil_0025,85.6020605280103
7.0,1.3988,0.01798,0.01111,-0.1694,0.0226,0.9997,airfoil_0025,77.79755283648498
8.0,1.4672,0.0205,0.01377,-0.1617,0.0177,0.9997,airfoil_0025,71.57073170731708
9.0,1.53,0.02342,0.01688,-0.1535,0.0144,0.9997,airfoil_0025,65.32877882152007
10.0,1.5778,0.02752,0.02125,-0.1435,0.0117,0.9997,airfoil_0025,57.332848837209305
11.0,1.6136,0.03272,0.02672,-0.1329,0.0096,0.9997,airfoil_0025,49.31540342298288
12.0,1.6523,0.03792,0.03229,-0.1236,0.0085,0.9997,airfoil_0025,43.57331223628692
13.0,1.6787,0.04452,0.03924,-0.1144,0.0076,0.9997,airfoil_0025,37.70664869721474
14.0,1.6643,0.056,0.05131,-0.1037,0.007,0.9997,airfoil_0025,29.719642857142855
15.0,1.6533,0.06853,0.06448,-0.0971,0.0066,0.9997,airfoil_0025,24.125200642054576
-5.0,0.8009,0.04584,0.04196,-0.1191,0.3987,0.0083,airfoil_0024,17.471640488656195
-4.0,0.8814,0.03952,0.03557,-0.1277,0.3932,0.0084,airfoil_0024,22.302631578947366
-5.0,0.0349,0.00913,0.00407,-0.1319,0.8768,0.0217,airfoil_0026,3.8225629791894855
-4.0,0.1482,0.00806,0.00274,-0.1316,0.8431,0.0287,airfoil_0026,18.387096774193548
-3.0,0.2614,0.00734,0.00181,-0.1312,0.8036,0.0425,airfoil_0026,35.613079019073574
-2.0,0.3744,0.00696,0.00134,-0.1309,0.7596,0.0773,airfoil_0026,53.793103448275865
-1.0,0.4866,0.00678,0.00116,-0.1306,0.7103,0.1483,airfoil_0026,71.76991150442478
0.0,0.5976,0.00674,0.0012,-0.1302,0.6521,0.2708,airfoil_0026,88.66468842729971
1.0,0.7036,0.00554,0.0015,-0.129,0.597,0.9998,airfoil_0026,127.00361010830325
2.0,0.8139,0.00608,0.00175,-0.1285,0.5476,0.9998,airfoil_0026,133.86513157894734
3.0,0.9241,0.00662,0.00211,-0.1279,0.5117,0.9998,airfoil_0026,139.59214501510576
4.0,1.0328,0.00723,0.00257,-0.1271,0.4666,0.9998,airfoil_0026,142.84923928077453
5.0,1.1401,0.00792,0.00315,-0.1261,0.4166,0.9998,airfoil_0026,143.95202020202018
6.0,1.2361,0.0095,0.0042,-0.1233,0.2915,0.9998,airfoil_0026,130.1157894736842
7.0,1.304,0.01334,0.00679,-0.1162,0.0656,0.9998,airfoil_0026,97.75112443778112
8.0,1.3849,0.01561,0.0089,-0.1109,0.026,0.9998,airfoil_0026,88.71877001921845
9.0,1.4537,0.01798,0.01138,-0.1034,0.0161,0.9998,airfoil_0026,80.85094549499443
10.0,1.5073,0.02095,0.01456,-0.0942,0.0121,0.9998,airfoil_0026,71.9474940334129
11.0,1.5433,0.02542,0.0193,-0.0843,0.0096,0.9998,airfoil_0026,60.71203776553894
12.0,1.5716,0.03124,0.02549,-0.0759,0.0085,0.9998,airfoil_0026,50.30729833546735
13.0,1.5851,0.03937,0.03398,-0.0692,0.0077,0.9998,airfoil_0026,40.26162052324104
14.0,1.5582,0.05299,0.0481,-0.0639,0.0071,0.9998,airfoil_0026,29.40554821664465
15.0,1.5498,0.0664,0.06199,-0.0626,0.0068,0.9998,airfoil_0026,23.340361445783135
-5.0,0.1062,0.01061,0.00394,-0.1084,0.5786,0.1467,airfoil_0029,10.00942507068803
-4.0,0.2031,0.01057,0.0038,-0.1043,0.5393,0.1634,airfoil_0029,19.214758751182593
-3.0,0.2945,0.01059,0.00372,-0.0992,0.5026,0.1813,airfoil_0029,27.809254013220016
-2.0,0.379,0.01071,0.00377,-0.0929,0.466,0.2059,airfoil_0029,35.387488328664794
-1.0,0.4705,0.01108,0.00408,-0.0884,0.433,0.2374,airfoil_0029,42.46389891696751
0.0,0.5682,0.01137,0.00447,-0.0854,0.4084,0.2947,airfoil_0029,49.9736147757256
1.0,0.6643,0.01131,0.0051,-0.0829,0.3895,0.5334,airfoil_0029,58.735632183908045
2.0,0.7592,0.01196,0.00594,-0.0799,0.3738,0.6309,airfoil_0029,63.47826086956522
3.0,0.8595,0.01248,0.00679,-0.0781,0.365,0.7385,airfoil_0029,68.8701923076923
4.0,0.9433,0.01332,0.00809,-0.0732,0.3545,0.9017,airfoil_0029,70.81831831831832
5.0,1.0464,0.01427,0.00917,-0.0725,0.3472,0.9997,airfoil_0029,73.32866152768045
6.0,1.1297,0.01589,0.01069,-0.0692,0.3372,0.9997,airfoil_0029,71.09502831969792
7.0,1.2223,0.01725,0.01208,-0.0676,0.3304,0.9997,airfoil_0029,70.85797101449275
8.0,1.3006,0.01939,0.01417,-0.0646,0.3201,0.9997,airfoil_0029,67.07581227436823
9.0,1.3877,0.02126,0.01614,-0.0631,0.314,0.9997,airfoil_0029,65.2728127939793
10.0,1.4584,0.02412,0.01898,-0.0602,0.3037,0.9997,airfoil_0029,60.46434494195688
11.0,1.5364,0.02679,0.02177,-0.0587,0.295,0.9997,airfoil_0029,57.34975737215379
12.0,1.5996,0.03053,0.02557,-0.0563,0.2841,0.9997,airfoil_0029,52.394366197183096
13.0,1.6517,0.03525,0.03035,-0.0536,0.2714,0.9997,airfoil_0029,46.856737588652486
14.0,1.6936,0.041,0.03618,-0.0509,0.2583,0.9997,airfoil_0029,41.30731707317073
15.0,1.7241,0.04793,0.04322,-0.0484,0.244,0.9997,airfoil_0029,35.97120801168371
-5.0,-0.3297,0.00937,0.00395,-0.0417,0.9718,0.0259,airfoil_0030,-35.18676627534685
-4.0,-0.2188,0.00828,0.0028,-0.0404,0.9285,0.0375,airfoil_0030,-26.425120772946862
-3.0,-0.1105,0.00766,0.00204,-0.0385,0.8683,0.0547,airfoil_0030,-14.425587467362924
-2.0,-0.0009,0.00728,0.00151,-0.0371,0.788,0.0933,airfoil_0030,-0.12362637362637362
-1.0,0.1043,0.00614,0.00111,-0.0357,0.6968,0.427,airfoil_0030,16.98697068403909
0.0,0.2062,0.00531,0.0011,-0.0333,0.5923,0.7943,airfoil_0030,38.83239171374765
1.0,0.3099,0.00556,0.00133,-0.0302,0.4817,0.9576,airfoil_0030,55.73741007194245
2.0,0.4607,0.00643,0.00164,-0.0384,0.3598,0.9961,airfoil_0030,71.64852255054433
3.0,0.5784,0.0071,0.00195,-0.0397,0.2895,0.9999,airfoil_0030,81.46478873239437
4.0,0.6798,0.00764,0.00236,-0.0373,0.2588,0.9999,airfoil_0030,88.97905759162303
5.0,0.7833,0.00821,0.00286,-0.0352,0.2327,0.9999,airfoil_0030,95.40803897685748
6.0,0.8894,0.00883,0.00347,-0.0336,0.2072,0.9999,airfoil_0030,100.72480181200453
7.0,0.9926,0.00996,0.00431,-0.0319,0.1383,0.9999,airfoil_0030,99.65863453815261
8.0,1.0869,0.01219,0.00609,-0.0291,0.0523,0.9999,airfoil_0030,89.16324856439705
9.0,1.1829,0.01414,0.008,-0.0265,0.0272,0.9999,airfoil_0030,83.65629420084866
10.0,1.2739,0.0164,0.01034,-0.0233,0.0169,0.9999,airfoil_0030,77.67682926829268
11.0,1.3559,0.0191,0.01329,-0.0189,0.0135,0.9999,airfoil_0030,70.98952879581152
12.0,1.4154,0.02274,0.01728,-0.0118,0.0117,0.9999,airfoil_0030,62.24274406332454
13.0,1.4467,0.02735,0.02225,-0.0029,0.0105,0.9999,airfoil_0030,52.89579524680074
14.0,1.4269,0.03864,0.03405,0.0013,0.0097,0.9999,airfoil_0030,36.928053830227746
15.0,1.4073,0.05475,0.05069,-0.004,0.0094,0.9999,airfoil_0030,25.704109589041096
-5.0,-0.1198,0.008,0.00276,-0.1117,0.8868,0.1664,airfoil_0031,-14.975
-4.0,-0.0039,0.00739,0.00229,-0.1119,0.8692,0.2177,airfoil_0031,-0.5277401894451962
-3.0,0.1124,0.00692,0.00194,-0.1122,0.8478,0.2786,airfoil_0031,16.24277456647399
-2.0,0.2282,0.00656,0.00173,-0.1123,0.8227,0.3447,airfoil_0031,34.786585365853654
-1.0,0.3435,0.00635,0.00161,-0.1122,0.7916,0.4114,airfoil_0031,54.094488188976385
0.0,0.4566,0.00623,0.00161,-0.1117,0.7483,0.484,airfoil_0031,73.29052969502408
1.0,0.563,0.00646,0.00175,-0.1097,0.6705,0.554,airfoil_0031,87.15170278637771
2.0,0.6637,0.00706,0.00213,-0.1067,0.5765,0.6188,airfoil_0031,94.00849858356939
3.0,0.765,0.00771,0.00261,-0.1039,0.4914,0.6769,airfoil_0031,99.22178988326849
4.0,0.8638,0.0084,0.00322,-0.1008,0.4117,0.7552,airfoil_0031,102.83333333333334
5.0,0.9555,0.00905,0.00401,-0.096,0.3242,0.9998,airfoil_0031,105.58011049723756
6.0,1.047,0.01029,0.00489,-0.0918,0.2508,0.9998,airfoil_0031,101.74927113702623
7.0,1.1293,0.0118,0.00604,-0.0859,0.1808,0.9998,airfoil_0031,95.70338983050847
8.0,1.209,0.01355,0.0075,-0.08,0.1275,0.9998,airfoil_0031,89.22509225092251
9.0,1.2852,0.0155,0.00925,-0.0739,0.0885,0.9998,airfoil_0031,82.91612903225806
10.0,1.3576,0.01769,0.01137,-0.0675,0.0666,0.9998,airfoil_0031,76.743923120407
11.0,1.4251,0.02022,0.0139,-0.0611,0.0531,0.9998,airfoil_0031,70.47972304648863
12.0,1.4838,0.0234,0.01715,-0.0542,0.0447,0.9998,airfoil_0031,63.41025641025641
13.0,1.5368,0.02718,0.02108,-0.0477,0.0385,0.9998,airfoil_0031,56.54157468727005
14.0,1.5792,0.03204,0.0261,-0.0413,0.0328,0.9998,airfoil_0031,49.28838951310861
15.0,1.6097,0.03844,0.03272,-0.0357,0.0284,0.9998,airfoil_0031,41.87565036420395
-3.0,-0.0926,0.00741,0.00214,-0.0557,0.9819,0.0163,airfoil_0022,-12.496626180836708
-2.0,0.031,0.00615,0.00113,-0.0579,0.9583,0.1143,airfoil_0022,5.040650406504065
-1.0,0.1388,0.0048,0.00081,-0.057,0.9163,0.4729,airfoil_0022,28.91666666666667
0.0,0.2487,0.00354,0.00071,-0.0556,0.8471,1.0,airfoil_0022,70.25423728813558
1.0,0.3561,0.00395,0.0007,-0.054,0.7507,1.0,airfoil_0022,90.15189873417721
2.0,0.4605,0.00497,0.00091,-0.0522,0.5449,1.0,airfoil_0022,92.6559356136821
3.0,0.5653,0.00644,0.00146,-0.051,0.2988,1.0,airfoil_0022,87.77950310559007
4.0,0.6665,0.00885,0.00272,-0.0496,0.0233,1.0,airfoil_0022,75.31073446327683
5.0,0.7712,0.0109,0.00498,-0.0477,0.0083,1.0,airfoil_0022,70.75229357798165
6.0,0.8653,0.01555,0.01017,-0.0437,0.0081,1.0,airfoil_0022,55.646302250803856
7.0,0.9567,0.02269,0.01816,-0.0394,0.0074,1.0,airfoil_0022,42.1639488761569
-5.0,0.8695,0.06369,0.05948,-0.1317,0.4034,0.0111,airfoil_0021,13.65206468833412
-3.0,1.0525,0.05092,0.04661,-0.1499,0.3938,0.0118,airfoil_0021,20.66967792615868
-2.0,1.1544,0.04539,0.04102,-0.1584,0.3893,0.0128,airfoil_0021,25.43291473892928
-1.0,1.2397,0.0408,0.03632,-0.1619,0.3836,0.0139,airfoil_0021,30.384803921568626
0.0,1.3509,0.0361,0.03153,-0.1697,0.3791,0.0143,airfoil_0021,37.421052631578945
1.0,1.469,0.03298,0.02829,-0.177,0.3746,0.0168,airfoil_0021,44.54214675560946
2.0,1.5765,0.03072,0.02586,-0.1828,0.3693,0.0172,airfoil_0021,51.318359375
3.0,1.6889,0.02983,0.02481,-0.1883,0.3644,0.0196,airfoil_0021,56.617499161917536
4.0,1.7915,0.0295,0.02435,-0.1921,0.36,0.0228,airfoil_0021,60.72881355932204
5.0,1.8657,0.03147,0.02618,-0.1929,0.3544,0.026,airfoil_0021,59.285033365109626
6.0,1.9276,0.03488,0.02957,-0.1932,0.3497,0.0306,airfoil_0021,55.26376146788991
-5.0,-0.0912,0.03791,0.03593,-0.0965,0.9667,0.0139,airfoil_0027,-2.405697705091005
-4.0,0.0328,0.01135,0.00718,-0.1092,0.9391,0.0114,airfoil_0027,2.889867841409692
-3.0,0.1438,0.00804,0.00316,-0.1082,0.9079,0.0132,airfoil_0027,17.885572139303484
-2.0,0.2556,0.00646,0.0012,-0.1073,0.8687,0.0322,airfoil_0027,39.56656346749226
-1.0,0.3669,0.00594,0.00081,-0.1069,0.8218,0.1436,airfoil_0027,61.76767676767677
0.0,0.4772,0.00531,0.00078,-0.1067,0.7612,0.4686,airfoil_0027,89.86817325800378
2.0,0.6923,0.00508,0.00112,-0.1044,0.611,0.9999,airfoil_0027,136.2795275590551
3.0,0.8001,0.00586,0.00155,-0.1035,0.5169,0.9999,airfoil_0027,136.5358361774744
4.0,0.9011,0.00754,0.00237,-0.1017,0.3034,0.9999,airfoil_0027,119.50928381962865
5.0,0.9898,0.0112,0.00474,-0.098,0.0146,0.9999,airfoil_0027,88.375
6.0,1.0844,0.01384,0.0077,-0.0945,0.0091,0.9999,airfoil_0027,78.35260115606937
7.0,1.1679,0.01794,0.01223,-0.0891,0.0077,0.9999,airfoil_0027,65.10033444816052
8.0,1.253,0.02183,0.01648,-0.0845,0.0057,0.9999,airfoil_0027,57.398076042143835
9.0,1.3049,0.03332,0.02918,-0.0752,0.0045,0.9999,airfoil_0027,39.162665066026406
10.0,1.2847,0.05169,0.04893,-0.0592,0.0037,0.9999,airfoil_0027,24.85393693170826
11.0,1.1965,0.06985,0.06784,-0.0491,0.0038,0.9999,airfoil_0027,17.12956335003579
12.0,1.1132,0.09797,0.09646,-0.0635,0.004,0.9999,airfoil_0027,11.362662039399815
13.0,0.864,0.12315,0.12186,-0.0603,0.0061,0.9999,airfoil_0027,7.015834348355664
-5.0,0.5397,0.04286,0.038,-0.1109,0.3881,0.0423,airfoil_0033,12.592160522631822
-4.0,0.6206,0.03861,0.03358,-0.1083,0.3806,0.0442,airfoil_0033,16.073556073556077
-3.0,0.6684,0.01536,0.00834,-0.0991,0.3773,0.0511,airfoil_0033,43.515625
-2.0,0.7741,0.01486,0.00774,-0.0963,0.3702,0.0537,airfoil_0033,52.092866756393
-1.0,0.8724,0.01452,0.00727,-0.0923,0.3627,0.0568,airfoil_0033,60.08264462809917
0.0,0.9667,0.01428,0.00698,-0.0879,0.3568,0.0604,airfoil_0033,67.69607843137256
1.0,1.0587,0.01483,0.00746,-0.0838,0.348,0.0647,airfoil_0033,71.38907619689817
2.0,1.1596,0.01518,0.00788,-0.0817,0.343,0.0705,airfoil_0033,76.38998682476942
3.0,1.2516,0.016,0.00871,-0.0789,0.3358,0.0773,airfoil_0033,78.225
4.0,1.3415,0.01711,0.00991,-0.0764,0.3295,0.0852,airfoil_0033,78.40444184687317
5.0,1.4282,0.01848,0.01134,-0.0742,0.3234,0.0938,airfoil_0033,77.28354978354977
6.0,1.5037,0.02061,0.0135,-0.0714,0.3165,0.1028,airfoil_0033,72.9597282872392
7.0,1.5826,0.02279,0.01582,-0.0699,0.3111,0.1133,airfoil_0033,69.44273804300131
8.0,1.6413,0.02639,0.01948,-0.0673,0.304,0.126,airfoil_0033,62.19401288366805
9.0,1.7032,0.0302,0.02349,-0.0661,0.2992,0.1455,airfoil_0033,56.397350993377486
10.0,1.7486,0.03558,0.02903,-0.0647,0.2929,0.1792,airfoil_0033,49.145587408656546
11.0,1.7858,0.04084,0.03583,-0.0635,0.2871,0.9997,airfoil_0033,43.72673849167483
12.0,1.8085,0.0489,0.04405,-0.0629,0.2809,0.9997,airfoil_0033,36.98364008179959
13.0,1.8169,0.05828,0.05354,-0.0622,0.2741,0.9997,airfoil_0033,31.175360329444064
14.0,1.8087,0.06988,0.06536,-0.0622,0.2668,0.9997,airfoil_0033,25.88294218660561
15.0,1.7946,0.08215,0.07781,-0.0626,0.259,0.9997,airfoil_0033,21.84540474741327
-5.0,-0.1583,0.00826,0.00287,-0.0974,0.9322,0.0446,airfoil_0035,-19.16464891041162
-4.0,-0.0469,0.00745,0.00209,-0.0966,0.9064,0.0771,airfoil_0035,-6.295302013422819
-3.0,0.0659,0.00673,0.00156,-0.0963,0.879,0.1504,airfoil_0035,9.791976225854384
-2.0,0.1788,0.00615,0.00122,-0.0961,0.8464,0.2654,airfoil_0035,29.073170731707314
-1.0,0.2918,0.00575,0.0011,-0.0959,0.8113,0.401,airfoil_0035,50.74782608695652
0.0,0.4034,0.00542,0.00109,-0.0953,0.763,0.5696,airfoil_0035,74.42804428044279
1.0,0.5072,0.00483,0.00128,-0.0928,0.7097,0.8781,airfoil_0035,105.0103519668737
2.0,0.626,0.00516,0.00144,-0.0936,0.6319,0.9999,airfoil_0035,121.31782945736435
3.0,0.732,0.00591,0.00179,-0.0919,0.535,0.9999,airfoil_0035,123.85786802030456
4.0,0.8333,0.00716,0.00242,-0.0896,0.3862,0.9999,airfoil_0035,116.38268156424581
5.0,0.928,0.00911,0.00351,-0.0865,0.1982,0.9999,airfoil_0035,101.86608122941823
6.0,1.0218,0.01113,0.00489,-0.0832,0.0746,0.9999,airfoil_0035,91.80592991913747
7.0,1.1169,0.01292,0.00646,-0.08,0.0313,0.9999,airfoil_0035,86.44736842105264
8.0,1.2086,0.01482,0.00842,-0.0761,0.022,0.9999,airfoil_0035,81.5519568151147
9.0,1.2914,0.01716,0.01091,-0.0709,0.0179,0.9999,airfoil_0035,75.25641025641025
10.0,1.3672,0.0194,0.01337,-0.0646,0.0155,0.9999,airfoil_0035,70.4742268041237
11.0,1.4112,0.02329,0.01756,-0.0542,0.0137,0.9999,airfoil_0035,60.592528982395876
12.0,1.4605,0.02707,0.02166,-0.0462,0.0122,0.9999,airfoil_0035,53.95271518285925
13.0,1.4846,0.03331,0.02823,-0.0379,0.0111,0.9999,airfoil_0035,44.569198438907236
14.0,1.4883,0.04254,0.03798,-0.0315,0.0104,0.9999,airfoil_0035,34.98589562764457
15.0,1.4802,0.05464,0.05062,-0.0293,0.0098,0.9999,airfoil_0035,27.0900439238653
-5.0,-0.4825,0.01328,0.00829,-0.0056,1.0,0.0121,airfoil_0034,-36.3328313253012
-3.0,-0.2295,0.00796,0.00251,-0.0113,0.9791,0.0233,airfoil_0034,-28.831658291457288
-2.0,-0.1096,0.00715,0.00166,-0.012,0.9191,0.0432,airfoil_0034,-15.328671328671328
-1.0,-0.0089,0.00575,0.001,-0.0094,0.8029,0.391,airfoil_0034,-1.5478260869565217
0.0,0.0842,0.00459,0.00091,-0.0048,0.6418,0.8816,airfoil_0034,18.344226579520694
1.0,0.2018,0.00522,0.00108,-0.005,0.4831,0.9834,airfoil_0034,38.65900383141763
2.0,0.3501,0.0061,0.0013,-0.0131,0.3268,0.998,airfoil_0034,57.39344262295082
3.0,0.4618,0.00676,0.00159,-0.0132,0.2432,1.0,airfoil_0034,68.31360946745562
4.0,0.5646,0.00734,0.00201,-0.0111,0.2018,1.0,airfoil_0034,76.92098092643052
